id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
835,make every other character in the string uppercase then add the word apples after every word in the string then removes all vowels from the string,995b60accd49d32294b300ca36e1fd6b,Th ppls QcK ppls BrwN ppls FX ppls JMpS ppls vr ppls  ppls lzY ppls DG! ppls,0123456789bCdfBCDF ppls,"LRM ppls pSM ppls DLR ppls ST ppls mt, ppls CNscTTR ppls dpsCNg ppls LT, ppls sd ppls d ppls sMD ppls TMpr ppls NcddnT ppls t ppls lbr ppls t ppls dlr ppls MGn ppls lq. ppls t ppls NM ppls d ppls mnm ppls vnM, ppls qS ppls NStRD ppls xrCTTn ppls LlmC ppls lbrs ppls ns ppls t ppls LQp ppls X ppls  ppls cmMD ppls cnSQt. ppls Ds ppls t ppls rr ppls DLR ppls n ppls rpRHNdrt ppls N ppls VLPtt ppls VLT ppls sS ppls clLM ppls DLR ppls  ppls FGt ppls nlL ppls prTR. ppls XcpTr ppls snT ppls cCct ppls cpdtt ppls nn ppls pRdnT, ppls snT ppls n ppls clP ppls q ppls Ffc ppls dsrnT ppls MLlt ppls NM ppls d ppls St ppls lbrm? ppls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ ppls",,HW ppls QcKlY ppls DFt ppls jmPNg ppls zbRS ppls VX! ppls
836,make every other character in the string uppercase then add the word apples after every word in the string then remove every third character from the string,23dacdc86ba509e473f689b7114c7adb,hEaple QIc apls rON ppesFo apls uMS ppesOvr ppesa ppeslAY ppesDo! ppes,124578AbdEABDE apls,"oRM ppesIpuMaple DLo apls iTaple AEt apls oNEceTR ppesAdpICig ppeseLT,aple sd ppesdOaple EUsoDaple TMpr ppesiNIddUT ppesUtaple lbOE ppesEtaple dlOE ppesManAaple AIqa.aple U apls Ni apls d ppesmIImaple vnIM,aple qiSaple NStuDaple EEriTTin ppesuLAmo ppeslAOrs ppesnII ppesUtaple aiQIpaple e apls a ppescOMoo ppescOSeuA. ppesDus ppesaUE ppesIrrEaple DLo apls n ppesrEReeNErt ppesiNaple VLutAE ppesVeiTaple ESeaple clLM ppesDooR apls U ppesFuiA apls Ula ppespAIauR apls XcpTUraple snTaple OCacA apls UpdAAtaple nn ppespRIdnT apls Un apls n ppescUPaaple qi ppesoFIca ppesdEErnTaple MLlt ppesaNM ppesIdaple et ppeslAOrm?aple","""#%&()+,./;<>?[\^_{|~ ppes",,oWaple QIclYaple DFtaple jmPNgaple zbRS ppesVe! ppes
837,"make every other character in the string uppercase then add the word apples after every word in the string then drop the last half of the string, as computed by characters",693d6e2f23548f2c7e0b5b80fd1cb880,ThE apples QuIcK apples BrOwN apples FoX apples JuMp,0123456789AbCd,"LoReM apples IpSuM apples DoLoR apples SiT apples AmEt, apples CoNsEcTeTuR apples AdIpIsCiNg apples eLiT, apples sEd apples dO apples EiUsMoD apples TeMpOr apples iNcIdIdUnT apples Ut apples lAbOrE apples Et apples dOlOrE apples MaGnA apples AlIqUa. apples Ut apples eNiM apples Ad apples mInIm apples vEnIaM, apples qUiS apples NoStRuD apples ExErCiTaTiOn apples uLlAmCo apples lAbOrIs apples nIsI apples Ut apples aLiQuIp apples eX apples Ea apples cOmMoDo apple","!""#$%&'()*+,-./:;<=",,HoW apples QuIcKlY apples DaFt apples j
838,make every other character in the string uppercase then add the word apples after every word in the string then replace spaces with triple spaces,c89c82d2b351a71723d532327647077a,ThE   apples   QuIcK   apples   BrOwN   apples   FoX   apples   JuMpS   apples   OvEr   apples   a   apples   lAzY   apples   DoG!   apples,0123456789AbCdEfABCDEF   apples,"LoReM   apples   IpSuM   apples   DoLoR   apples   SiT   apples   AmEt,   apples   CoNsEcTeTuR   apples   AdIpIsCiNg   apples   eLiT,   apples   sEd   apples   dO   apples   EiUsMoD   apples   TeMpOr   apples   iNcIdIdUnT   apples   Ut   apples   lAbOrE   apples   Et   apples   dOlOrE   apples   MaGnA   apples   AlIqUa.   apples   Ut   apples   eNiM   apples   Ad   apples   mInIm   apples   vEnIaM,   apples   qUiS   apples   NoStRuD   apples   ExErCiTaTiOn   apples   uLlAmCo   apples   lAbOrIs   apples   nIsI   apples   Ut   apples   aLiQuIp   apples   eX   apples   Ea   apples   cOmMoDo   apples   cOnSeQuAt.   apples   DuIs   apples   aUtE   apples   IrUrE   apples   DoLoR   apples   In   apples   rEpReHeNdErIt   apples   iN   apples   VoLuPtAtE   apples   VeLiT   apples   EsSe   apples   cIlLuM   apples   DoLoRe   apples   eU   apples   FuGiAt   apples   nUlLa   apples   pArIaTuR.   apples   EXcEpTeUr   apples   sInT   apples   OcCaEcAt   apples   cUpIdAtAt   apples   nOn   apples   pRoIdEnT,   apples   sUnT   apples   In   apples   cUlPa   apples   qUi   apples   oFfIcIa   apples   dEsErUnT   apples   MoLlIt   apples   aNiM   apples   Id   apples   eSt   apples   lAbOrUm?   apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~   apples",,HoW   apples   QuIcKlY   apples   DaFt   apples   jUmPiNg   apples   zEbRaS   apples   VeX!   apples
839,make every other character in the string uppercase then add the word apples after every word in the string then reverse the order of words in the string,04829318d8f3a88a783e20471e9ba85f,apples DoG! apples lAzY apples a apples OvEr apples JuMpS apples FoX apples BrOwN apples QuIcK apples ThE,apples 0123456789AbCdEfABCDEF,"apples lAbOrUm? apples eSt apples Id apples aNiM apples MoLlIt apples dEsErUnT apples oFfIcIa apples qUi apples cUlPa apples In apples sUnT apples pRoIdEnT, apples nOn apples cUpIdAtAt apples OcCaEcAt apples sInT apples EXcEpTeUr apples pArIaTuR. apples nUlLa apples FuGiAt apples eU apples DoLoRe apples cIlLuM apples EsSe apples VeLiT apples VoLuPtAtE apples iN apples rEpReHeNdErIt apples In apples DoLoR apples IrUrE apples aUtE apples DuIs apples cOnSeQuAt. apples cOmMoDo apples Ea apples eX apples aLiQuIp apples Ut apples nIsI apples lAbOrIs apples uLlAmCo apples ExErCiTaTiOn apples NoStRuD apples qUiS apples vEnIaM, apples mInIm apples Ad apples eNiM apples Ut apples AlIqUa. apples MaGnA apples dOlOrE apples Et apples lAbOrE apples Ut apples iNcIdIdUnT apples TeMpOr apples EiUsMoD apples dO apples sEd apples eLiT, apples AdIpIsCiNg apples CoNsEcTeTuR apples AmEt, apples SiT apples DoLoR apples IpSuM apples LoReM","apples !""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,apples VeX! apples zEbRaS apples jUmPiNg apples DaFt apples QuIcKlY apples HoW
840,"make every other character in the string uppercase then add the word apples after every word in the string then drop the first half of the string, as computed by number of words",03775e29371cf0b22f7c0bfc87a707f6,apples OvEr apples a apples lAzY apples DoG! apples,apples,"apples cOnSeQuAt. apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR. apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrUm? apples",apples,,jUmPiNg apples zEbRaS apples VeX! apples
841,"make every other character in the string uppercase then add the word apples after every word in the string then delete all excamation points, question marks, and periods from the string",2b626eea6ee690e233a7ae9b47717510,ThE apples QuIcK apples BrOwN apples FoX apples JuMpS apples OvEr apples a apples lAzY apples DoG apples,0123456789AbCdEfABCDEF apples,"LoReM apples IpSuM apples DoLoR apples SiT apples AmEt, apples CoNsEcTeTuR apples AdIpIsCiNg apples eLiT, apples sEd apples dO apples EiUsMoD apples TeMpOr apples iNcIdIdUnT apples Ut apples lAbOrE apples Et apples dOlOrE apples MaGnA apples AlIqUa apples Ut apples eNiM apples Ad apples mInIm apples vEnIaM, apples qUiS apples NoStRuD apples ExErCiTaTiOn apples uLlAmCo apples lAbOrIs apples nIsI apples Ut apples aLiQuIp apples eX apples Ea apples cOmMoDo apples cOnSeQuAt apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrUm apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",,HoW apples QuIcKlY apples DaFt apples jUmPiNg apples zEbRaS apples VeX apples
842,"make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",93f7d4ca9cbeab00511f6f34e3a44fb2,ThE!QuIcK!BrOwN!FoX!JuMpS!OvEr!a!lAzY!DoG,0123456789AbCdEfABCDEF,"LoReM!IpSuM!DoLoR!SiT!AmEt,!CoNsEcTeTuR!AdIpIsCiNg!eLiT,!sEd!dO!EiUsMoD!TeMpOr!iNcIdIdUnT!Ut!lAbOrE!Et!dOlOrE!MaGnA!AlIqUa!Ut!eNiM!Ad!mInIm!vEnIaM,!qUiS!NoStRuD!ExErCiTaTiOn!uLlAmCo!lAbOrIs!nIsI!Ut!aLiQuIp!eX!Ea!cOmMoDo!cOnSeQuAt!DuIs!aUtE!IrUrE!DoLoR!In!rEpReHeNdErIt!iN!VoLuPtAtE!VeLiT!EsSe!cIlLuM!DoLoRe!eU!FuGiAt!nUlLa!pArIaTuR!EXcEpTeUr!sInT!OcCaEcAt!cUpIdAtAt!nOn!pRoIdEnT,!sUnT!In!cUlPa!qUi!oFfIcIa!dEsErUnT!MoLlIt!aNiM!Id!eSt!lAbOrUm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~","!	
",HoW!QuIcKlY!DaFt!jUmPiNg!zEbRaS!VeX
843,"make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",bca7acb35b7474e924028357c30a1dac,E QuIcK BrOwN FoX JuMpS OvEr a lAzY D,23456789AbCdEfABCD,"ReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa Ut eNiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp eX Ea cOmMoDo cOnSeQuAt DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOr","$%&'()*+,-/:;<=>@[\]^_`{|","
",W QuIcKlY DaFt jUmPiNg zEbRaS V
844,"make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then remove every third character from the string",74db816e98acea0da569225956ce295f,hEQucKBrwNFo JMp OEra Az DG,124578AbdEABDE,"oRM pSM oLR iTAmt,CosETeuRAdpICig Li, EddOEisMD eMOriNIddUT t AbrEEtdOOr MGn AIqa t Ni A mnI vnIM,qUS oSRu EEriTTin LlmC lbOIsnII t LiuI e E cmMDocOSeuA DIsaUE rUE oLR n EpeHNdrI i VLutAE eLT sS clLM oLReeUFuiA nlL prITu EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbOUm","#$&')*,-:;=>[\^_{|~","	
",oWQucKY aF jmPNgzERa VX
845,"make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",7fd87d2ad344d5aa0434fb328e6eb01d,ThE QuIcK BrOwN FoX ,0123456789A,"LoReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa Ut eNiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp eX Ea cOmMoDo ","""#$%&'()*+,-/:"," 	
",HoW QuIcKlY DaFt 
846,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string",095ffbad94820bdf471aa8a7f5a18c7a,e!quick!brown!fox!jumps!over!a!lazy!d,23456789abcdefABCD,"rem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!consequat!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!labor","$%&'()*+,-/:;<=>@[\]^_`{|","
",w!quickly!daft!jumping!zebras!v
847,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then remove every third character from the string",61683af049d5ee1a6ddf15b4e938d50a,hequckbrwnfo!jmp!oera!az!dg,124578abdeABDE,"orm!psm!olr!itamt,coseteuradpicig!li,!eddoeismd!emoriniddut!t!abreetdoor!mgn!aiqa!t!ni!a!mni!vnim,qus!osru!eerittin!llmc!lboisnii!t!liui!e!e!cmmdocoseua!Disaue!rue!olr!n!epehndri!i!vlutae!elt!ss!cllm!olreeufuia!nll!pritu!Eceter!in!ocaca!cpiatt!onpridnt!sntincupaqu!ofiiadeerntmoli!aimides!lboum","#$&')*,-:;=>[\^_{|~","	
",owqucky!af!jmpngzera!vx
848,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",8613ed0309e053fb10fd4a2985750277,The!quick!brown!fox!,0123456789a,"Lorem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!","""#$%&'()*+,-/:","!	
",How!quickly!daft!
849,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string",220e6423f16001f0f50fca7b7d103f6c,The!quick!brown!fox!jumps!over!a!lazy!dog,0123456789abcdefABCDEF,"Lorem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!consequat!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",!,How!quickly!daft!jumping!zebras!vex
850,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then add the word apples after every word in the string",b3dd50fe3d4c0b1dd6e46e9619130df5,The!quick!brown!fox!jumps!over!a!lazy!dog apples,0123456789abcdefABCDEF apples,"Lorem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!consequat!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!laborum apples","""#$%&'()*+,-/:;<=>@[\]^_`{|}~ apples",! apples,How!quickly!daft!jumping!zebras!vex apples
851,"delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase",86a395ccd8af24a77ef2f790a5288e9b,ThE!QuIcK!BrOwN!FoX!JuMpS!OvEr!a!lAzY!DoG,0123456789AbCdEfABCDEF,"LoReM!IpSuM!DoLoR!SiT!AmEt,!CoNsEcTeTuR!AdIpIsCiNg!eLiT,!sEd!dO!EiUsMoD!TeMpOr!iNcIdIdUnT!Ut!lAbOrE!Et!dOlOrE!MaGnA!AlIqUa!UT!EnIm!aD!MiNiM!VeNiAm,!QuIs!nOsTrUd!eXeRcItAtIoN!UlLaMcO!LaBoRiS!NiSi!uT!AlIqUiP!Ex!eA!CoMmOdO!CoNsEqUaT!DuIs!aUtE!IrUrE!DoLoR!In!rEpReHeNdErIt!iN!VoLuPtAtE!VeLiT!EsSe!cIlLuM!DoLoRe!eU!FuGiAt!nUlLa!pArIaTuR!ExCePtEuR!SiNt!oCcAeCaT!CuPiDaTaT!NoN!PrOiDeNt,!SuNt!iN!CuLpA!QuI!OfFiCiA!DeSeRuNt!mOlLiT!AnIm!iD!EsT!LaBoRuM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~","!	
",HoW!QuIcKlY!DaFt!jUmPiNg!zEbRaS!VeX
852,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then remove all instances of the letter e from the string",9025703ba75656935ca55abbc12cc927, quick brown fox jumps ovr a lazy d,23456789abcdfABCD,"rm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua Ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st labor","$%&'()*+,-/:;<=>@[\]^_`{|","
",w quickly daft jumping zbras v
853,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then removes all vowels from the string",3726a1cb19d7898989c8a19178015fd1, qck brwn fx jmps vr  lzy d,23456789bcdfBCD,"rm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","$%&'()*+,-/:;<=>@[\]^_`{|","
",w qckly dft jmpng zbrs v
854,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then remove every third character from the string",6652a61583c38deaa80dccc64e693fbf, qic bow fx ums ve alay ,34679acdfACD,"emipumdoorsi aet cnscttu aipscngelt,se d eusodtepo iciidntutlaor e dloe aga liuaUtenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod cnsqut ui ateirredoorinrereenert n olptteveitese ilumdoor e fgit ula aratr xcptursit ccect updaatno poien, un i clp qi ffci dseun mllt ni i et abr","%&()+,/:<=@[]^`{","", qiclydat umin zbrs 
855,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",fb56aca1238c4c4132937d8c4935e611,e quick brown fox ,23456789a,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo ","$%&'()*+,-/:","
",w quickly daft 
856,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then replace spaces with triple spaces",124439ac780b6cfbec0d8717c92763d8,e   quick   brown   fox   jumps   over   a   lazy   d,23456789abcdefABCD,"rem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua   Ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat   Duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur   Excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   labor","$%&'()*+,-/:;<=>@[\]^_`{|","
",w   quickly   daft   jumping   zebras   v
857,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then reverse the order of words in the string",3be572a8901988899a7f22c706452008,d lazy a over jumps fox brown quick e,23456789abcdefABCD,"labor est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequat commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim Ut aliqua magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum rem","$%&'()*+,-/:;<=>@[\]^_`{|",,v zebras jumping daft quickly w
858,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",1229305cd440c9601dedcf226da8d843,jumps over a lazy d,23456789abcdefABCD,"commodo consequat Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est labor","$%&'()*+,-/:;<=>@[\]^_`{|",,jumping zebras v
859,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then add the word apples after every word in the string",eab03992bacd7bde42fd64c2e0c2622b,e apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples d apples,23456789abcdefABCD apples,"rem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples labor apples","$%&'()*+,-/:;<=>@[\]^_`{| apples",,w apples quickly apples daft apples jumping apples zebras apples v apples
860,"delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string then make every other character in the string uppercase",f2eb3f65c77af4ca7bdb017e9d18a871,E QuIcK BrOwN FoX JuMpS OvEr a lAzY D,23456789AbCdEfABCD,"ReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa UT EnIm aD MiNiM VeNiAm, QuIs nOsTrUd eXeRcItAtIoN UlLaMcO LaBoRiS NiSi uT AlIqUiP Ex eA CoMmOdO CoNsEqUaT DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR ExCePtEuR SiNt oCcAeCaT CuPiDaTaT NoN PrOiDeNt, SuNt iN CuLpA QuI OfFiCiA DeSeRuNt mOlLiT AnIm iD EsT LaBoR","$%&'()*+,-/:;<=>@[\]^_`{|","
",W QuIcKlY DaFt jUmPiNg zEbRaS V
